strategy_id,instrument,session,tp,sl,mode,account_size,account_spec,contracts,daily_profit_cap_mode,total_payouts_dollars,avg_payout_per_week,avg_payout_per_month,payouts_count,resets,failed_combines,consistency_violations,winning_days,win_rate,max_drawdown_pct,avg_trade_pnl,trades_executed,final_equity,daily_limit_hits,profit_cap_blocks,avg_daily_profit
003,NQ,London,0.3,4.0,hold_day,50k,50k_standard,1,False,716000.0,1868.4759916492694,7847.599164926931,179,188,9,552,1356,70.77244258872652,4.474154026466058,1361.2891440501041,1916,51500.0,666,0,1361.2891440501041
003,NQ,London,0.3,4.0,hold_day,50k,50k_standard,1,True,16000.0,77.97270955165692,327.4853801169591,4,63,59,0,466,45.419103313840154,5.8216800555390265,-87.20272904483434,1026,51735.0,666,890,-87.20272904483434
003,NQ,London,0.3,4.0,hold_day,50k,50k_consistency,1,False,1086000.0,2834.0292275574116,11902.922755741127,181,190,9,1026,1356,70.77244258872652,4.474154026466058,1361.2891440501041,1916,63495.0,666,0,1361.2891440501041
003,NQ,London,0.3,4.0,hold_day,50k,50k_consistency,1,True,24000.0,116.9590643274854,491.22807017543863,4,63,59,0,466,45.419103313840154,5.8216800555390265,-87.20272904483434,1026,51735.0,666,890,-87.20272904483434
003,NQ,London,0.3,4.0,hold_day,50k,150k_standard,1,False,1290000.0,2995.8197863446353,12582.443102647469,129,138,9,317,1356,62.98188574082675,3.52,1050.3198195209343,2153,163495.0,429,0,1050.3198195209343
003,NQ,London,0.3,4.0,hold_day,50k,150k_standard,1,True,240000.0,702.1650087770626,2949.093036863663,24,52,28,0,912,53.36454066705676,4.114761904761913,102.52988380840922,1709,156205.71428571426,429,444,102.52988380840922
003,NQ,London,0.3,4.0,hold_day,50k,150k_consistency,1,False,1584000.0,3678.5880167208543,15450.06967022759,132,141,9,464,1356,62.98188574082675,3.5523809523809664,1050.3198195209343,2153,159095.0,429,0,1050.3198195209343
003,NQ,London,0.3,4.0,hold_day,50k,150k_consistency,1,True,288000.0,842.5980105324751,3538.9116442363957,24,52,28,0,912,53.36454066705676,4.114761904761913,102.52988380840922,1709,156205.71428571426,429,444,102.52988380840922
051,NQ,London,0.3,8.0,hold_day,50k,50k_standard,1,False,768000.0,2007.318348144276,8430.737062205959,192,197,5,482,1408,73.60167276529012,4.809348268549237,1418.1543574042269,1913,62075.0,659,0,1418.1543574042269
051,NQ,London,0.3,8.0,hold_day,50k,50k_standard,1,True,28000.0,140.8450704225352,591.5492957746478,7,55,48,0,489,49.19517102615694,5.65,-47.04297211842484,994,50500.0,659,919,-47.04297211842484
051,NQ,London,0.3,8.0,hold_day,50k,50k_consistency,1,False,1182000.0,3089.3883951907997,12975.431259801358,197,202,5,993,1408,73.60167276529012,4.86097794822627,1418.1543574042269,1913,51500.0,659,0,1418.1543574042269
051,NQ,London,0.3,8.0,hold_day,50k,50k_consistency,1,True,42000.0,211.26760563380282,887.3239436619718,7,55,48,0,489,49.19517102615694,5.65,-47.04297211842484,994,50500.0,659,919,-47.04297211842484
051,NQ,London,0.3,8.0,hold_day,50k,150k_standard,1,False,1400000.0,3277.1535580524346,13764.044943820225,140,148,8,301,1408,65.91760299625467,3.3588039867109636,1116.2520064205457,2136,151500.0,436,0,1116.2520064205457
051,NQ,London,0.3,8.0,hold_day,50k,150k_standard,1,True,300000.0,894.4543828264759,3756.7084078711982,30,54,24,0,949,56.58914728682171,3.8050406982445812,151.0043444927166,1677,157855.0,436,459,151.0043444927166
051,NQ,London,0.3,8.0,hold_day,50k,150k_consistency,1,False,1692000.0,3960.674157303371,16634.83146067416,141,149,8,466,1408,65.91760299625467,3.3588039867109636,1116.2520064205457,2136,162075.0,436,0,1116.2520064205457
051,NQ,London,0.3,8.0,hold_day,50k,150k_consistency,1,True,360000.0,1073.3452593917712,4508.050089445438,30,54,24,0,949,56.58914728682171,3.8050406982445812,151.0043444927166,1677,157855.0,436,459,151.0043444927166
051,NQ,London,0.5,6.0,hold_day,50k,50k_standard,1,False,744000.0,1947.6439790575917,8180.104712041885,186,193,7,478,1387,72.61780104712042,4.90162870127302,1394.7771129394164,1910,62075.0,662,0,1394.7771129394164
051,NQ,London,0.5,6.0,hold_day,50k,50k_standard,1,True,24000.0,119.28429423459245,500.99403578528825,6,58,52,0,483,48.01192842942346,5.494285714285724,-60.452996307867075,1006,50690.0,662,904,-60.452996307867075
051,NQ,London,0.5,6.0,hold_day,50k,50k_consistency,1,False,1146000.0,3000.0,12600.0,191,199,8,996,1387,72.61780104712042,4.90162870127302,1394.7771129394164,1910,51500.0,662,0,1394.7771129394164
051,NQ,London,0.5,6.0,hold_day,50k,50k_consistency,1,True,36000.0,178.92644135188868,751.4910536779324,6,58,52,0,483,48.01192842942346,5.494285714285724,-60.452996307867075,1006,50690.0,662,904,-60.452996307867075
051,NQ,London,0.5,6.0,hold_day,50k,150k_standard,1,False,1340000.0,3110.4921077065924,13064.066852367689,134,144,10,290,1387,64.39182915506035,3.6826112978223975,1070.3458681522743,2154,155865.71428571426,418,0,1070.3458681522743
051,NQ,London,0.5,6.0,hold_day,50k,150k_standard,1,True,260000.0,764.7058823529412,3211.764705882353,26,57,31,0,933,54.88235294117647,4.108095238095227,115.57941176470588,1700,154399.28571428574,418,454,115.57941176470588
051,NQ,London,0.5,6.0,hold_day,50k,150k_consistency,1,False,1608000.0,3732.5905292479106,15676.880222841226,134,144,10,471,1387,64.39182915506035,3.6826112978223975,1070.3458681522743,2154,160265.71428571426,418,0,1070.3458681522743
051,NQ,London,0.5,6.0,hold_day,50k,150k_consistency,1,True,312000.0,917.6470588235294,3854.117647058824,26,57,31,0,933,54.88235294117647,4.108095238095227,115.57941176470588,1700,154399.28571428574,418,454,115.57941176470588
051,NQ,London,0.3,10.0,hold_day,50k,50k_standard,1,False,764000.0,1992.6969222743871,8369.327073552426,191,196,5,508,1413,73.70892018779342,4.6599264705882355,1419.375512333259,1917,62075.0,655,0,1419.375512333259
051,NQ,London,0.3,10.0,hold_day,50k,50k_standard,1,True,32000.0,160.80402010050253,675.3768844221106,8,56,48,0,491,49.346733668341706,5.528632182771239,-46.911701363962656,995,50500.0,655,922,-46.911701363962656
051,NQ,London,0.3,10.0,hold_day,50k,50k_consistency,1,False,1176000.0,3067.2926447574337,12882.62910798122,196,201,5,1013,1413,73.70892018779342,4.86097794822627,1419.375512333259,1917,51500.0,655,0,1419.375512333259
051,NQ,London,0.3,10.0,hold_day,50k,50k_consistency,1,True,48000.0,241.20603015075378,1013.0653266331659,8,56,48,0,491,49.346733668341706,5.528632182771239,-46.911701363962656,995,50500.0,655,922,-46.911701363962656
